From	Entry	Entry Name	Organism	Gene Names
Q86YD5	Q86YD5	LRAD3_HUMAN	Homo sapiens (Human)	LDLRAD3 LRAD3
Q86YI8	Q86YI8	PHF13_HUMAN	Homo sapiens (Human)	PHF13
Q86YL7	Q86YL7	PDPN_HUMAN	Homo sapiens (Human)	PDPN GP36 PSEC0003 PSEC0025
Q86YN6	Q86YN6	PRGC2_HUMAN	Homo sapiens (Human)	PPARGC1B PERC PGC1 PGC1B PPARGC1
Q86YP4	Q86YP4	P66A_HUMAN	Homo sapiens (Human)	GATAD2A
Q86YS6	Q86YS6	RAB43_HUMAN	Homo sapiens (Human)	RAB43 RAB41
Q86YT5	Q86YT5	S13A5_HUMAN	Homo sapiens (Human)	SLC13A5 NACT
Q86YV5	Q86YV5	PRAG1_HUMAN	Homo sapiens (Human)	PRAG1 SGK223
Q86YV6	Q86YV6	MYLK4_HUMAN	Homo sapiens (Human)	MYLK4 SGK085
Q86YW5	Q86YW5	TRML1_HUMAN	Homo sapiens (Human)	TREML1 TLT1 UNQ1825/PRO3438
Q86Z14	Q86Z14	KLOTB_HUMAN	Homo sapiens (Human)	KLB
Q8IU54	Q8IU54	IFNL1_HUMAN	Homo sapiens (Human)	IFNL1 IL29 ZCYTO21
Q8IU57	Q8IU57	INLR1_HUMAN	Homo sapiens (Human)	IFNLR1 IL28RA LICR2
Q8IUC6	Q8IUC6	TCAM1_HUMAN	Homo sapiens (Human)	TICAM1 PRVTIRB TRIF
Q8IUD6	Q8IUD6	RN135_HUMAN	Homo sapiens (Human)	RNF135 L13
Q8IUF8	Q8IUF8	RIOX2_HUMAN	Homo sapiens (Human)	RIOX2 MDIG MINA MINA53 NO52
Q8IUN9	Q8IUN9	CLC10_HUMAN	Homo sapiens (Human)	CLEC10A CLECSF13 CLECSF14 HML
Q8IUX4	Q8IUX4	ABC3F_HUMAN	Homo sapiens (Human)	APOBEC3F
Q8IV63	Q8IV63	VRK3_HUMAN	Homo sapiens (Human)	VRK3
Q8IVD9	Q8IVD9	NUDC3_HUMAN	Homo sapiens (Human)	NUDCD3 KIAA1068
Q8IVF2	Q8IVF2	AHNK2_HUMAN	Homo sapiens (Human)	AHNAK2 C14orf78 KIAA2019
Q8IVH4	Q8IVH4	MMAA_HUMAN	Homo sapiens (Human)	MMAA
Q8IVI9	Q8IVI9	NOSTN_HUMAN	Homo sapiens (Human)	NOSTRIN
Q8IVL1	Q8IVL1	NAV2_HUMAN	Homo sapiens (Human)	NAV2 HELAD1 KIAA1419 POMFIL2 RAINB1 STEERIN2
Q8IVL8	Q8IVL8	CBPO_HUMAN	Homo sapiens (Human)	CPO
Q8IVM0	Q8IVM0	CCD50_HUMAN	Homo sapiens (Human)	CCDC50 C3orf6
Q8IVS2	Q8IVS2	FABD_HUMAN	Homo sapiens (Human)	MCAT MT
Q8IVT5	Q8IVT5	KSR1_HUMAN	Homo sapiens (Human)	KSR1 KSR
Q8IVU3	Q8IVU3	HERC6_HUMAN	Homo sapiens (Human)	HERC6
Q8IW19	Q8IW19	APLF_HUMAN	Homo sapiens (Human)	APLF C2orf13 PALF XIP1
Q8IW75	Q8IW75	SPA12_HUMAN	Homo sapiens (Human)	SERPINA12
Q8IWA4	Q8IWA4	MFN1_HUMAN	Homo sapiens (Human)	MFN1
Q8IWB6	Q8IWB6	TEX14_HUMAN	Homo sapiens (Human)	TEX14 SGK307
Q8IWE5	Q8IWE5	PKHM2_HUMAN	Homo sapiens (Human)	PLEKHM2 KIAA0842 SKIP
Q8IWR0	Q8IWR0	Z3H7A_HUMAN	Homo sapiens (Human)	ZC3H7A ZC3H7 ZC3HDC7 HSPC055
Q8IWS0	Q8IWS0	PHF6_HUMAN	Homo sapiens (Human)	PHF6 CENP-31 KIAA1823
Q8IWU4	Q8IWU4	ZNT8_HUMAN	Homo sapiens (Human)	SLC30A8 ZNT8
Q8IWU9	Q8IWU9	TPH2_HUMAN	Homo sapiens (Human)	TPH2 NTPH
Q8IWV7	Q8IWV7	UBR1_HUMAN	Homo sapiens (Human)	UBR1
Q8IWV8	Q8IWV8	UBR2_HUMAN	Homo sapiens (Human)	UBR2 C6orf133 KIAA0349
Q8IX01	Q8IX01	SUGP2_HUMAN	Homo sapiens (Human)	SUGP2 KIAA0365 SFRS14
Q8IX03	Q8IX03	KIBRA_HUMAN	Homo sapiens (Human)	WWC1 KIAA0869
Q8IX07	Q8IX07	FOG1_HUMAN	Homo sapiens (Human)	ZFPM1 FOG1 ZFN89A
Q8IX90	Q8IX90	SKA3_HUMAN	Homo sapiens (Human)	SKA3 C13orf3 RAMA1
Q8IXJ6	Q8IXJ6	SIR2_HUMAN	Homo sapiens (Human)	SIRT2 SIR2L SIR2L2
Q8IXK2	Q8IXK2	GLT12_HUMAN	Homo sapiens (Human)	GALNT12
Q8IXL6	Q8IXL6	FA20C_HUMAN	Homo sapiens (Human)	FAM20C DMP4
Q8IXQ6	Q8IXQ6	PARP9_HUMAN	Homo sapiens (Human)	PARP9 BAL BAL1
Q8IXW5	Q8IXW5	RPAP2_HUMAN	Homo sapiens (Human)	RPAP2 C1orf82
Q8IY92	Q8IY92	SLX4_HUMAN	Homo sapiens (Human)	SLX4 BTBD12 KIAA1784 KIAA1987
Q8IYB1	Q8IYB1	M21D2_HUMAN	Homo sapiens (Human)	MB21D2 C3orf59
Q8IYB5	Q8IYB5	SMAP1_HUMAN	Homo sapiens (Human)	SMAP1
Q8IYD1	Q8IYD1	ERF3B_HUMAN	Homo sapiens (Human)	GSPT2 ERF3B
Q8IYD8	Q8IYD8	FANCM_HUMAN	Homo sapiens (Human)	FANCM KIAA1596
Q8IYK8	Q8IYK8	REM2_HUMAN	Homo sapiens (Human)	REM2
Q8IYM1	Q8IYM1	SEP12_HUMAN	Homo sapiens (Human)	SEPTIN12 SEPT12
Q8IYM2	Q8IYM2	SLN12_HUMAN	Homo sapiens (Human)	SLFN12
Q8IYS5	Q8IYS5	OSCAR_HUMAN	Homo sapiens (Human)	OSCAR
Q8IYT8	Q8IYT8	ULK2_HUMAN	Homo sapiens (Human)	ULK2 KIAA0623
Q8IYU8	Q8IYU8	MICU2_HUMAN	Homo sapiens (Human)	MICU2 EFHA1
Q8IYW5	Q8IYW5	RN168_HUMAN	Homo sapiens (Human)	RNF168
Q8IZ41	Q8IZ41	RASEF_HUMAN	Homo sapiens (Human)	RASEF RAB45
Q8IZ69	Q8IZ69	TRM2A_HUMAN	Homo sapiens (Human)	TRMT2A
Q8IZD2	Q8IZD2	KMT2E_HUMAN	Homo sapiens (Human)	KMT2E MLL5
Q8IZF0	Q8IZF0	NALCN_HUMAN	Homo sapiens (Human)	NALCN VGCNL1
Q8IZF4	Q8IZF4	AGRG5_HUMAN	Homo sapiens (Human)	ADGRG5 GPR114 PGR27 UNQ2524/PRO6017
Q8IZI9	Q8IZI9	IFNL3_HUMAN	Homo sapiens (Human)	IFNL3 IL28B IL28C ZCYTO22
Q8IZK6	Q8IZK6	MCLN2_HUMAN	Homo sapiens (Human)	MCOLN2
Q8IZP6	Q8IZP6	R113B_HUMAN	Homo sapiens (Human)	RNF113B RNF161 ZNF183L1
Q8IZU9	Q8IZU9	KIRR3_HUMAN	Homo sapiens (Human)	KIRREL3 KIAA1867 NEPH2 UNQ5923/PRO4502/PRO19814
Q8IZX4	Q8IZX4	TAF1L_HUMAN	Homo sapiens (Human)	TAF1L
Q8N0V3	Q8N0V3	RBFA_HUMAN	Homo sapiens (Human)	RBFA C18orf22
Q8N0W4	Q8N0W4	NLGNX_HUMAN	Homo sapiens (Human)	NLGN4X KIAA1260 NLGN4 UNQ365/PRO701
Q8N0X4	Q8N0X4	CLYBL_HUMAN	Homo sapiens (Human)	CLYBL CLB
Q8N136	Q8N136	DAW1_HUMAN	Homo sapiens (Human)	DAW1 WDR69
Q8N149	Q8N149	LIRA2_HUMAN	Homo sapiens (Human)	LILRA2 ILT1 LIR7
Q8N157	Q8N157	AHI1_HUMAN	Homo sapiens (Human)	AHI1
Q8N159	Q8N159	NAGS_HUMAN	Homo sapiens (Human)	NAGS
Q8N1W1	Q8N1W1	ARG28_HUMAN	Homo sapiens (Human)	ARHGEF28 KIAA1998 RGNEF
Q8N205	Q8N205	SYNE4_HUMAN	Homo sapiens (Human)	SYNE4 C19orf46
Q8N2C7	Q8N2C7	UNC80_HUMAN	Homo sapiens (Human)	UNC80 C2orf21 KIAA1843
Q8N2G4	Q8N2G4	LYPD1_HUMAN	Homo sapiens (Human)	LYPD1 Lynx2 LYPDC1 PSEC0181 UNQ3079/PRO9917
Q8N2I9	Q8N2I9	STK40_HUMAN	Homo sapiens (Human)	STK40 SGK495 SHIK
Q8N2K1	Q8N2K1	UB2J2_HUMAN	Homo sapiens (Human)	UBE2J2 NCUBE2
Q8N2Y8	Q8N2Y8	RUSC2_HUMAN	Homo sapiens (Human)	RUSC2 KIAA0375
Q8N335	Q8N335	GPD1L_HUMAN	Homo sapiens (Human)	GPD1L KIAA0089
Q8N3C7	Q8N3C7	CLIP4_HUMAN	Homo sapiens (Human)	CLIP4 RSNL2
Q8N3F8	Q8N3F8	MILK1_HUMAN	Homo sapiens (Human)	MICALL1 KIAA1668 MIRAB13
Q8N3I7	Q8N3I7	BBS5_HUMAN	Homo sapiens (Human)	BBS5
Q8N3J5	Q8N3J5	PPM1K_HUMAN	Homo sapiens (Human)	PPM1K PP2CM
Q8N3R9	Q8N3R9	PALS1_HUMAN	Homo sapiens (Human)	PALS1 MPP5
Q8N448	Q8N448	LNX2_HUMAN	Homo sapiens (Human)	LNX2 PDZRN1
Q8N465	Q8N465	D2HDH_HUMAN	Homo sapiens (Human)	D2HGDH D2HGD
Q8N4A0	Q8N4A0	GALT4_HUMAN	Homo sapiens (Human)	GALNT4
Q8N4B1	Q8N4B1	SESQ1_HUMAN	Homo sapiens (Human)	PHETA1 FAM109A
Q8N4E7	Q8N4E7	FTMT_HUMAN	Homo sapiens (Human)	FTMT
Q8N4H5	Q8N4H5	TOM5_HUMAN	Homo sapiens (Human)	TOMM5 C9orf105 TOM5
Q8N4P3	Q8N4P3	MESH1_HUMAN	Homo sapiens (Human)	HDDC3 MESH1
Q8N4Q0	Q8N4Q0	PTGR3_HUMAN	Homo sapiens (Human)	PTGR3 ZADH2
Q8N4S9	Q8N4S9	MALD2_HUMAN	Homo sapiens (Human)	MARVELD2 TRIC
Q8N4X5	Q8N4X5	AF1L2_HUMAN	Homo sapiens (Human)	AFAP1L2 KIAA1914 XB130
Q8N543	Q8N543	OGFD1_HUMAN	Homo sapiens (Human)	OGFOD1 KIAA1612 TPA1
Q8N5A5	Q8N5A5	ZGPAT_HUMAN	Homo sapiens (Human)	ZGPAT GPATC6 GPATCH6 KIAA1847 ZC3H9 ZC3HDC9 ZIP
Q8N5C1	Q8N5C1	CAHM5_HUMAN	Homo sapiens (Human)	CALHM5 C6orf188 FAM26E
Q8N5H7	Q8N5H7	SH2D3_HUMAN	Homo sapiens (Human)	SH2D3C NSP3 UNQ272/PRO309/PRO34088
Q8N5M9	Q8N5M9	JAGN1_HUMAN	Homo sapiens (Human)	JAGN1
Q8N5S9	Q8N5S9	KKCC1_HUMAN	Homo sapiens (Human)	CAMKK1 CAMKKA
Q8N5Y8	Q8N5Y8	PAR16_HUMAN	Homo sapiens (Human)	PARP16 ARTD15 C15orf30
Q8N5Z5	Q8N5Z5	KCD17_HUMAN	Homo sapiens (Human)	KCTD17
Q8N608	Q8N608	DPP10_HUMAN	Homo sapiens (Human)	DPP10 DPRP3 KIAA1492
Q8N695	Q8N695	SC5A8_HUMAN	Homo sapiens (Human)	SLC5A8 AIT SMCT SMCT1
Q8N6P7	Q8N6P7	I22R1_HUMAN	Homo sapiens (Human)	IL22RA1 IL22R
Q8N6R0	Q8N6R0	EFNMT_HUMAN	Homo sapiens (Human)	METTL13 EEF1AKNMT FEAT KIAA0859 CGI-01
Q8N6T3	Q8N6T3	ARFG1_HUMAN	Homo sapiens (Human)	ARFGAP1 ARF1GAP
Q8N6T7	Q8N6T7	SIR6_HUMAN	Homo sapiens (Human)	SIRT6 SIR2L6
Q8N6W0	Q8N6W0	CELF5_HUMAN	Homo sapiens (Human)	CELF5 BRUNOL5
Q8N766	Q8N766	EMC1_HUMAN	Homo sapiens (Human)	EMC1 KIAA0090 PSEC0263
Q8N807	Q8N807	PDILT_HUMAN	Homo sapiens (Human)	PDILT
Q8N884	Q8N884	CGAS_HUMAN	Homo sapiens (Human)	CGAS C6orf150 MB21D1
Q8N8Q3	Q8N8Q3	ENDOV_HUMAN	Homo sapiens (Human)	ENDOV
Q8N9L9	Q8N9L9	ACOT4_HUMAN	Homo sapiens (Human)	ACOT4 PTE2B PTEIB
Q8N9N8	Q8N9N8	EIF1A_HUMAN	Homo sapiens (Human)	EIF1AD
Q8N9Y4	Q8N9Y4	F181A_HUMAN	Homo sapiens (Human)	FAM181A C14orf152 HSD-31 HSD31
Q8NA31	Q8NA31	TERB1_HUMAN	Homo sapiens (Human)	TERB1 CCDC79
Q8NA54	Q8NA54	IQUB_HUMAN	Homo sapiens (Human)	IQUB
Q8NAT1	Q8NAT1	PMGT2_HUMAN	Homo sapiens (Human)	POMGNT2 AGO61 C3orf39 EOGTL GTDC2
Q8NAT2	Q8NAT2	TDRD5_HUMAN	Homo sapiens (Human)	TDRD5 TUDOR3
Q8NB14	Q8NB14	UBP38_HUMAN	Homo sapiens (Human)	USP38 KIAA1891
Q8NB16	Q8NB16	MLKL_HUMAN	Homo sapiens (Human)	MLKL
Q8NB78	Q8NB78	KDM1B_HUMAN	Homo sapiens (Human)	KDM1B AOF1 C6orf193 LSD2
Q8NBF2	Q8NBF2	NHLC2_HUMAN	Homo sapiens (Human)	NHLRC2
Q8NBI3	Q8NBI3	DRAXI_HUMAN	Homo sapiens (Human)	DRAXIN C1orf187 PSEC0258 UNQ3119/PRO10268
Q8NBK3	Q8NBK3	SUMF1_HUMAN	Homo sapiens (Human)	SUMF1 PSEC0152 UNQ3037/PRO9852
Q8NBP7	Q8NBP7	PCSK9_HUMAN	Homo sapiens (Human)	PCSK9 NARC1 PSEC0052
Q8NBR6	Q8NBR6	MINY2_HUMAN	Homo sapiens (Human)	MINDY2 FAM63B KIAA1164
Q8NBS9	Q8NBS9	TXND5_HUMAN	Homo sapiens (Human)	TXNDC5 TLP46 UNQ364/PRO700
Q8NBW4	Q8NBW4	S38A9_HUMAN	Homo sapiens (Human)	SLC38A9 URLC11
Q8NC06	Q8NC06	ACBD4_HUMAN	Homo sapiens (Human)	ACBD4 HMFT0700
Q8NC44	Q8NC44	RETR2_HUMAN	Homo sapiens (Human)	RETREG2 C2orf17 FAM134A MAG2
Q8NC96	Q8NC96	NECP1_HUMAN	Homo sapiens (Human)	NECAP1
Q8NCD3	Q8NCD3	HJURP_HUMAN	Homo sapiens (Human)	HJURP FAKTS FLEG1 URLC9
Q8NCF5	Q8NCF5	NF2IP_HUMAN	Homo sapiens (Human)	NFATC2IP NIP45
Q8NCM8	Q8NCM8	DYHC2_HUMAN	Homo sapiens (Human)	DYNC2H1 DHC1B DHC2 DNCH2 DYH1B KIAA1997
Q8NCN4	Q8NCN4	RN169_HUMAN	Homo sapiens (Human)	RNF169 KIAA1991
Q8ND04	Q8ND04	SMG8_HUMAN	Homo sapiens (Human)	SMG8 ABC2 C17orf71
Q8ND25	Q8ND25	ZNRF1_HUMAN	Homo sapiens (Human)	ZNRF1 NIN283
Q8ND56	Q8ND56	LS14A_HUMAN	Homo sapiens (Human)	LSM14A C19orf13 FAM61A RAP55 RAP55A
Q8NDI1	Q8NDI1	EHBP1_HUMAN	Homo sapiens (Human)	EHBP1 KIAA0903 NACSIN
Q8NDV7	Q8NDV7	TNR6A_HUMAN	Homo sapiens (Human)	TNRC6A CAGH26 KIAA1460 TNRC6
Q8NDX5	Q8NDX5	PHC3_HUMAN	Homo sapiens (Human)	PHC3 EDR3 PH3
Q8NE01	Q8NE01	CNNM3_HUMAN	Homo sapiens (Human)	CNNM3 ACDP3
Q8NE35	Q8NE35	CPEB3_HUMAN	Homo sapiens (Human)	CPEB3 KIAA0940
Q8NE71	Q8NE71	ABCF1_HUMAN	Homo sapiens (Human)	ABCF1 ABC50
Q8NEG5	Q8NEG5	ZSWM2_HUMAN	Homo sapiens (Human)	ZSWIM2 ZZZ2
Q8NEM0	Q8NEM0	MCPH1_HUMAN	Homo sapiens (Human)	MCPH1
Q8NEM7	Q8NEM7	SP20H_HUMAN	Homo sapiens (Human)	SUPT20H C13orf19 FAM48A FP757
Q8NEN9	Q8NEN9	PDZD8_HUMAN	Homo sapiens (Human)	PDZD8 PDZK8
Q8NER1	Q8NER1	TRPV1_HUMAN	Homo sapiens (Human)	TRPV1 VR1
Q8NET8	Q8NET8	TRPV3_HUMAN	Homo sapiens (Human)	TRPV3
Q8NEV4	Q8NEV4	MYO3A_HUMAN	Homo sapiens (Human)	MYO3A
Q8NEY8	Q8NEY8	PPHLN_HUMAN	Homo sapiens (Human)	PPHLN1 HSPC206 HSPC232
Q8NEZ4	Q8NEZ4	KMT2C_HUMAN	Homo sapiens (Human)	KMT2C HALR KIAA1506 MLL3
Q8NF91	Q8NF91	SYNE1_HUMAN	Homo sapiens (Human)	SYNE1 C6orf98 KIAA0796 KIAA1262 KIAA1756 MYNE1
Q8NFA2	Q8NFA2	NOXO1_HUMAN	Homo sapiens (Human)	NOXO1 P41NOX SH3PXD5
Q8NFG4	Q8NFG4	FLCN_HUMAN	Homo sapiens (Human)	FLCN BHD
Q8NFH3	Q8NFH3	NUP43_HUMAN	Homo sapiens (Human)	NUP43
Q8NFH8	Q8NFH8	REPS2_HUMAN	Homo sapiens (Human)	REPS2 POB1
Q8NFJ9	Q8NFJ9	BBS1_HUMAN	Homo sapiens (Human)	BBS1 BBS2L2
Q8NFK1	Q8NFK1	CXG3_HUMAN	Homo sapiens (Human)	GJC3 GJE1
Q8NFP9	Q8NFP9	NBEA_HUMAN	Homo sapiens (Human)	NBEA BCL8B KIAA1544 LYST2
Q8NFU3	Q8NFU3	TSTD1_HUMAN	Homo sapiens (Human)	TSTD1 KAT
Q8NFU5	Q8NFU5	IPMK_HUMAN	Homo sapiens (Human)	IPMK IMPK
Q8NFU7	Q8NFU7	TET1_HUMAN	Homo sapiens (Human)	TET1 CXXC6 KIAA1676 LCX
Q8NFZ4	Q8NFZ4	NLGN2_HUMAN	Homo sapiens (Human)	NLGN2 KIAA1366
Q8NG27	Q8NG27	PJA1_HUMAN	Homo sapiens (Human)	PJA1 RNF70
Q8NG31	Q8NG31	KNL1_HUMAN	Homo sapiens (Human)	KNL1 CASC5 KIAA1570
Q8NHJ6	Q8NHJ6	LIRB4_HUMAN	Homo sapiens (Human)	LILRB4 ILT3 LIR5
Q8NHL6	Q8NHL6	LIRB1_HUMAN	Homo sapiens (Human)	LILRB1 ILT2 LIR1 MIR7
Q8NHM5	Q8NHM5	KDM2B_HUMAN	Homo sapiens (Human)	KDM2B CXXC2 FBL10 FBXL10 JHDM1B NDY1 PCCX2
Q8NHR7	Q8NHR7	TERB2_HUMAN	Homo sapiens (Human)	TERB2 C15orf43
Q8NHS0	Q8NHS0	DNJB8_HUMAN	Homo sapiens (Human)	DNAJB8
Q8NHU6	Q8NHU6	TDRD7_HUMAN	Homo sapiens (Human)	TDRD7 PCTAIRE2BP
Q8NHV1	Q8NHV1	GIMA7_HUMAN	Homo sapiens (Human)	GIMAP7 IAN7
Q8NHW3	Q8NHW3	MAFA_HUMAN	Homo sapiens (Human)	MAFA
Q8NHX9	Q8NHX9	TPC2_HUMAN	Homo sapiens (Human)	TPCN2 TPC2
Q8NHY2	Q8NHY2	COP1_HUMAN	Homo sapiens (Human)	COP1 RFWD2 RNF200
Q8NHY6	Q8NHY6	ZFP28_HUMAN	Homo sapiens (Human)	ZFP28 KIAA1431
Q8NI08	Q8NI08	NCOA7_HUMAN	Homo sapiens (Human)	NCOA7 ERAP140 ESNA1 Nbla00052 Nbla10993
Q8NI22	Q8NI22	MCFD2_HUMAN	Homo sapiens (Human)	MCFD2 SDNSF
Q8NI60	Q8NI60	COQ8A_HUMAN	Homo sapiens (Human)	COQ8A ADCK3 CABC1 PP265
Q8NI77	Q8NI77	KI18A_HUMAN	Homo sapiens (Human)	KIF18A OK/SW-cl.108
Q8TAB3	Q8TAB3	PCD19_HUMAN	Homo sapiens (Human)	PCDH19 KIAA1313
Q8TAC2	Q8TAC2	JOS2_HUMAN	Homo sapiens (Human)	JOSD2 SBBI54
Q8TAE8	Q8TAE8	G45IP_HUMAN	Homo sapiens (Human)	GADD45GIP1 MRPL59 PLINP1 PRG6
Q8TAX9	Q8TAX9	GSDMB_HUMAN	Homo sapiens (Human)	GSDMB GSDML PP4052 PRO2521
Q8TB24	Q8TB24	RIN3_HUMAN	Homo sapiens (Human)	RIN3
Q8TB36	Q8TB36	GDAP1_HUMAN	Homo sapiens (Human)	GDAP1
Q8TB45	Q8TB45	DPTOR_HUMAN	Homo sapiens (Human)	DEPTOR DEPDC6
Q8TB52	Q8TB52	FBX30_HUMAN	Homo sapiens (Human)	FBXO30 FBX30
Q8TBB1	Q8TBB1	LNX1_HUMAN	Homo sapiens (Human)	LNX1 LNX PDZRN2 UNQ574/PRO1136
Q8TBG4	Q8TBG4	AT2L1_HUMAN	Homo sapiens (Human)	ETNPPL AGXT2L1
Q8TBK2	Q8TBK2	SETD6_HUMAN	Homo sapiens (Human)	SETD6
Q8TBN0	Q8TBN0	R3GEF_HUMAN	Homo sapiens (Human)	RAB3IL1
Q8TC59	Q8TC59	PIWL2_HUMAN	Homo sapiens (Human)	PIWIL2 HILI
Q8TCD5	Q8TCD5	NT5C_HUMAN	Homo sapiens (Human)	NT5C DNT1 UMPH2
Q8TCE9	Q8TCE9	PPL13_HUMAN	Homo sapiens (Human)	LGALS14 PPL13
Q8TCG1	Q8TCG1	CIP2A_HUMAN	Homo sapiens (Human)	CIP2A KIAA1524
Q8TCS8	Q8TCS8	PNPT1_HUMAN	Homo sapiens (Human)	PNPT1 PNPASE
Q8TCX1	Q8TCX1	DC2L1_HUMAN	Homo sapiens (Human)	DYNC2LI1 D2LIC LIC3 CGI-60
Q8TD16	Q8TD16	BICD2_HUMAN	Homo sapiens (Human)	BICD2 KIAA0699
Q8TD19	Q8TD19	NEK9_HUMAN	Homo sapiens (Human)	NEK9 KIAA1995 NEK8 NERCC
Q8TD26	Q8TD26	CHD6_HUMAN	Homo sapiens (Human)	CHD6 CHD5 KIAA1335 RIGB
Q8TD30	Q8TD30	ALAT2_HUMAN	Homo sapiens (Human)	GPT2 AAT2 ALT2
Q8TD43	Q8TD43	TRPM4_HUMAN	Homo sapiens (Human)	TRPM4 LTRPC4
Q8TDB6	Q8TDB6	DTX3L_HUMAN	Homo sapiens (Human)	DTX3L BBAP
